pageid	title	is_kanji	joyo	edu_year	sokaku	busyu	busyu_kaku	joyo_yomi	onyomi_go	onyomi_kan	onyomi_other	kunyomi_nai	kunyomi_gai	kunyomi_other	jis	kuten
16714	争	1	1	4	6	亅	5	そう,そう	ショウ	ソウ				あらそ-う	4168	,33,72
16806	猿	1	1	7	13	犬	10	えん	オン	エン,ヱン				さる,ましら	316E	1,17,78
16807	朝	1	1	2	12	月	8	ちよう,ちょう,ちよう,ちょう	チョウ,ジョウ					あさ	442B	1,36,11
16835	心	1	1	2	4	心	0	しん,しん		シン				こころ	3F34	1,31,20
16868	中	1	1	1	4	丨	3	,	チュウ,ジュウ,ヂュウ			なか	うち,あ-たる		4366	1,35,70
16875	鈺	1	0	0	13	金	5		ゴク	ギョク				たから	7D28	1,93,8
16877	嬲	1	0	0	17	女	14				じょう			なぶ-る	554B	1,53,43
16878	嫐	1	0	0	13	女	10		ノウ	ドウ				なぶ-る	554C	1,53,44
16879	齉	1	0	0	36	鼻	22				ノウ					
16903	唎	1	0	0	10	口	7				り			こえ	2F24	1,15,4
16904	哩	1	0	0	10	口	7				り			わい,マイル	4B69	1,43,73
16978	未	1	1	4	5	木	1	み,み	ミ	ビ				いま-だ,ひつじ	4C24	1,44,04
17138	立	1	1	1	5	立	0	りつ,りつ		リュウ	リツ	た-つ,た-てる	だて,たつ,たっ,だ-てる,たて,た-ち,つい,たち		4E29	1,46,09
17170	物	1	1	3	8	牛	4	ふつ,ぶつ,ふつ,ぶつ	モツ,モチ	ブツ				もの	4A2A	,42,10
17171	鶏	1	1	7	19	鳥	8		ケ	ケイ		にわとり	とり		375C	1,23,60
17173	午	1	1	2	4	十	2	こ,ご,こ,ご		ゴ				うま	3861	1,24,65
17257	申	1	1	3	5	田	0	しん,しん		シン				もう-す,さる	3F3D	1,31,29
17277	町	1	1	1	7	田	2	ちよう,ちょう,ちよう,ちょう	チョウ	テイ				まち	442E	1,36,14
17306	腹腔	1	0	0	7	田	2		チョウ	テイ				まち	442E	1,36,14
17436	蛾	1	0	0	13	虫	7		ガ,ギ					ひむし	326B	1,18,75
17566	行	1	1	2	6	行	0	,	ギョウ,ゴウ	コウ	アン,ヒン	い-く,おこな-う,ゆ-く	おこな-い,くだり,てだて		3954	,25,52
17567	名	1	1	1	6	口	3	めい,めい	ミョウ	メイ				な	4C3E	1,44,30
17691	虎	1	1	7	8	虍	2		ク	コ				とら	3857	1,24,55
17695	鼠	1	0	0	13	鼠	0			ショ	ソ			ねずみ	414D	,33,45
17710	離	1	1	7	18	隹	10		リ			はな-れる,はな-す	はなれ		4E25	1,46,05
17713	酉	1	0	0	7	酉	0		ユ	ユウ,イウ				とり	4653	1,38,51
17746	猪	1	0	0	11	犬	8			チョ				い,いのしし	4376	1,35,86
17759	鬯	1	0	0	10	鬯	0		チョウ						722E	,82,14
17807	水泳	1	0	0	10	鬯	0		チョウ						722E	,82,14
17816	龍	1	0	0	16	龍	0		リュウ	リョウ	ロウ			たつ	4E36	1,46,22
17823	道	1	1	2	12	辵	9	とう,どう,とう,どう	ドウ	トウ				みち	463B	1,38,27
17831	兎	1	0	0	7	儿	5		ツ	ト				うさぎ	4546	1,37,38
17887	亥	1	0	0	6	亠	4		カイ	ガイ				い	3067	1,16,71
17888	乾	1	1	7	11	乙	10		カン,ゲン	ケン				かわ-く,かわ-かす,いぬい	3425	1,20,5
17890	丑	1	0	0	4	一	3			チュウ				うし	312F	1,17,15
17960	寅	1	0	0	11	宀	8			イン				とら	4652	1,38,50
17961	辰	1	0	0	7	辰	0		ジン	シン				たつ	4324	1,35,04
17963	巳	1	0	0	3	己	0		ジ	シ				み,へび	4C26	1,44,06
17965	卯	1	0	0	5	卩	3		ミョウ	ボウ				う,うさぎ	312C	1,17,12
17966	戌	1	0	0	6	戈	2		シュチ	シュツ	ジュツ			いぬ	587C	1,56,92
17967	艮	1	0	0	6	艮	0			コン	ゴン			うしとら,ねずくり	3A31	1,26,17
17969	巽	1	0	0	12	己	9			ソン				たつみ	4327	1,35,07
17990	ひのと	0	0	0	12	己	9			ソン				たつみ	4327	1,35,07
17992	つちのと	0	0	0	12	己	9			ソン				たつみ	4327	1,35,07
17995	みずのえ	0	0	0	12	己	9			ソン				たつみ	4327	1,35,07
18017	震	1	1	7	15	雨	7			シン				ふる-う,ふる-える	3F4C	1,31,44
18018	坤	1	0	0	8	土	5			コン				ひつじさる	3A25	1,26,5
18019	坎	1	0	0	7	土	4		コン	カン				あな	542C	1,52,12
18026	兌	1	0	0	7	儿	5		ダイ	タイ	ダ				513C	1,49,28
18031	己	1	1	6	3	己	0	こ,こ	コ	キ,おの,おのれ,つちのと,み,し					384A	1,24,42
18033	丁	1	1	3	2	一	1	,	チョウ	テイ,トウ				ひのと	437A	1,35,90
18051	乙	1	1	7	1	乙	0	おつ	オツ,オチ	イツ				きのと,おと	3235	1,18,21
18110	肉	1	1	2	6	肉	0	にく,にく	ニク	ジク				しし	4679	1,38,89
18149	昼	1	1	2	9	日	5	ちゆう,ちゅう,ちゆう,ちゅう		チュウ				ひる	436B	1,35,75
18279	悠	1	1	7	11	心	7	ゆう		ユウ				とお-い,はる-か	4D2A	,45,10
18434	魚	1	1	2	11	魚	0	きよ,ぎょ,きよ,ぎょ	ゴ	ギョ				さかな,うお,お,な	357B	1,21,91
18505	陽	1	1	3	12	阜	9	よう,よう	ヨウ,ヤゥ		ヤン		ひ,ひなた,あか-るい,あき-らか		4D5B	1,45,59
18700	法	1	1	4	8	水	5	,	ホウ,ホフ	ハフ				のり	4B21	1,43,01
18802	黒	1	1	2	11	黒	0	こく,こく		コク		くろ,くろ-い	くろ-ずむ		3975	1,25,85
18835	長	1	1	2	8	長	0	,	ジョウ,チョウ			なが-い,なが-さ	おさ,た-ける		4439	1,36,25
18855	钰	1	0	0	10	钅	5				ぎょく,ごく			たから		
18858	阳	1	0	0	7	阜	4		ヨウ,ヤゥ					ひ,あきら,あけ,はる,ひろ,やん,よ	7B5F	2,91,63
19004	爻	1	0	0	4	爻	0		ギョウ	コウ				まじ-わる	602B	1,64,11
19049	守備位置	1	0	0	4	爻	0		ギョウ	コウ				まじ-わる	602B	1,64,11
19050	島	1	1	3	10	山	7	とう,とう		トウ				しま	4567	1,37,71
19086	科	1	1	2	9	禾	4	か,か		カ			しな,とが,あな		324A	1,18,42
19136	駅	1	1	3	14	馬	4	えき,えき	ヤク	エキ				うまや	3158	1,17,56
19142	悪	1	1	3	11	心	7	,	アク,ウ	オ		わる-い	にく-む,いずく-にか,いずく-んぞ		302D	1,16,13
19218	用	1	1	2	5	用	0	よう,よう	ユウ	ヨウ				もち-いる	4D51	1,45,49
19224	意	1	1	3	13	心	9	,		イ					3055	1,16,53
19373	動	1	1	3	11	力	9	とう,どう,とう,どう	ズウ	トウ	ドウ			うご-く,うご-かす,うご-き	4630	1,38,16
19374	引	1	1	2	4	弓	1	いん,いん		イン		ひ-く	ひけ,ひき,ひ-ける,ひ-き,いな		307A	1,16,90
19438	愛煙	1	0	0	4	弓	1			イン		ひ-く	ひけ,ひき,ひ-ける,ひ-き,いな		307A	1,16,90
19441	全	1	1	3	6	入	4	,	ゼン	セン		すべ-て,まった-く	まった-い		4134	1,33,20
19484	光	1	1	2	6	儿	4	こう,こう		コウ,クヮゥ				ひかり,ひか-る	3877	1,24,87
19502	輝	1	1	7	15	車	8		ケ	キ				かがやく,てる	3531	,21,17
19584	母	1	1	2	5	毋	1	ほ,ぼ,ほ,ぼ	ム,モ	ボウ	ボ			はは	4A6C	1,42,76
19605	有理數	1	0	0	5	毋	1		ム,モ	ボウ	ボ			はは	4A6C	1,42,76
19616	不	1	1	4	4	一	3	ふ,ふ	フ,ホチ	フウ,フツ	ブ				4954	,41,52
19671	你	1	0	0	7	人	5		ニ	ジ				なんじ	2E2D	1,14,13
19732	無	1	1	4	12	火	8	む,む	ム	ブ	モ			な-い	4C35	1,44,21
19780	言	1	1	2	7	言	0	けん,げん,けん,げん	ゴン	ゲン				い-う,こと	3840	1,24,32
19803	高	1	1	2	10	高	0	こう,こう		コウ				たか,たか-い,たか-まる,たか-める	3962	1,25,66
19823	辛	1	1	7	7	辛	0	しん		シン				から-い,からし,かろ-うじて,つら-い,かのと	3F49	1,31,41
19841	葉	1	1	3	12	艸	9	よう,よう		ヨウ,ショウ				は	4D55	1,45,53
19845	体	1	1	2	7	人	5	たい,たい	タイ	テイ				からだ	424E	1,34,46
19846	羽	1	1	2	6	羽	0	う,う		ウ		は,はね	わ,しゅう		3129	1,17,09
19850	零	1	1	7	13	雨	5	れい	リョウ	レイ			おちる,こぼ-す,こぼ-れる,ゼロ		4E6D	1,46,77
19894	的	1	1	4	8	白	3	てき,てき	チャク	テキ				まと	452A	1,37,10
19907	甲	1	1	7	5	田	0	こう	キョウ	コウ	カン			きのえ	3943	1,25,35
20109	夜	1	1	2	8	夕	5	や,や		ヤ				よ,よる	4C6B	1,44,75
20115	銀	1	1	3	14	金	6	きん,ぎん,きん,ぎん	ゴン	ギン			しろがね,かね		3664	1,22,68
20157	おと	0	0	0	14	金	6		ゴン	ギン			しろがね,かね		3664	1,22,68
20171	彼	1	1	7	8	彳	5	ひ		ヒ				か,かれ	4860	1,40,64
20182	声	1	1	2	7	士	4	,	ショウ	セイ				こえ,こわ	403C	1,32,28
20247	者	1	1	3	8	老	4	しや,しゃ,しや,しゃ		シャ				もの,は,ば,てえり,てえれば	3C54	1,28,52
20265	quả	1	0	0	8	老	4			シャ				もの,は,ば,てえり,てえれば	3C54	1,28,52
20266	bả	1	0	0	8	老	4			シャ				もの,は,ば,てえり,てえれば	3C54	1,28,52
20297	丙	1	1	7	5	一	4	へい	ヒョウ	ヘイ				ひのえ	4A3A	1,42,26
20315	戊	1	0	0	5	戈	1		ム	ボウ	ボ			つちのえ	4A6A	1,42,74
20361	明	1	1	2	8	日	4	めい,めい	ミョウ	メイ	ミン			あか-るい,あき-らか,あ-ける,あけ	4C40	1,44,32
20363	壬	1	0	0	4	士	1		ニン	ジン				みずのえ	3F51	1,31,49
20364	庚	1	0	0	8	广	5		キョウ	コウ				かのえ	392E	1,25,14
20365	癸	1	0	0	9	癶	4			キ				みずのと	6223	1,66,03
20375	广	1	0	0	3	广	0		ゴン	ゲン	マ				5678	1,54,88
20464	欧	1	1	7	8	欠	4		ウ	オウ			は-く		3224	1,18,04
20520	鷄	1	0	0	21	鳥	10		ケ	ケイ				にわとり,とり	7331	1,83,17
20542	食	1	1	2	9	食	0	,	ジキ,ジ,イ	ショク,シ		た-べる,く-う,く-らう	は-む,やしな-う		3F29	1,31,09
20716	時	1	1	2	10	日	6	し,じ,し,じ	ジ	シ				とき	3B7E	1,27,94
20915	松	1	1	4	8	木	4	しよう,しょう,しよう,しょう	シュ	ショウ,ショゥ		まつ	しょ,まっ,おお		3E3E	1,30,30
20938	氣	1	0	0	10	气	6		ケ	キ					5D66	1,61,70
20960	陰	1	1	7	11	阜	8	いん	オン	イン				かげ,かげ-る	3122	1,17,02
21040	都	1	1	3	11	邑	8	と,と	ツ	ト		みやこ			4554	,37,52
21045	歌	1	1	2	14	欠	10	か,か		カ				うた,うた-う	324E	1,18,46
21046	化	1	1	3	4	匕	2	か,か	ケ	カ,クヮ				ば-ける	323D	1,18,29
21052	野	1	1	2	11	里	4	や,や	ヤ,ジョ	ショ				の	4C6E	1,44,78
21069	州	1	1	3	6	巛	3	しゆう,しゅう,しゆう,しゅう	ス	シュウ,シウ		す	くに,しま		3D23	1,29,03
21173	熱	1	1	4	15	火	11	ねつ,ねつ	ネツ,ネチ	ゼツ		あつ-い	ほとぼ-り		472E	1,39,14
21183	頭	1	1	2	16	頁	7	とう,とう	ズ	トウ	ジュウ,ト			あたま,かしら,かぶり,こうべ	462C	1,38,12
21262	君	1	1	3	7	口	4	くん,くん		クン				きみ	372F	1,23,15
21296	虹	1	1	7	9	虫	3	,にじ	グ	コウ		にじ			467A	,38,90
21437	部	1	1	3	11	邑	8	ふ,ぶ,ふ,ぶ	ブ	ホ,ホウ	フ			へ,べ	4974	1,41,84
21440	父	1	1	2	4	父	0	ふ,ふ	ブ,フ		ホ			ちち	4963	1,41,67
21447	鳴	1	1	2	14	鳥	3	めい,めい	ミョウ	メイ		な-く,な-る,な-らす	なる,なり,なき		4C44	,44,36
21493	安	1	1	3	6	宀	3	あん,あん	アン					やす-い,やす-らか,いず-く,いず-くにか,いず-くんぞ	3042	1,16,34
21603	新	1	1	2	13	斤	9	しん,しん		シン				あたら-しい,あら-た,にい	3F37	1,31,23
21781	流	1	1	3	10	水	7	りゆう,りゅう,りゆう,りゅう	ル	リュウ,リウ				なが-れる,なが-す	4E2E	1,46,14
21866	形	1	1	2	7	彡	4	けい,けい	ギョウ	ケイ				かたち,かた	3741	1,23,33
21995	雪	1	1	2	11	雨	3	,	セチ	セツ				ゆき,そそ-ぐ,すす-ぐ	4063	1,32,67
22041	良	1	1	4	7	艮	1	,	ロウ	リョウ	ラ	よ-い	い-い,まこと-に,やや		4E49	1,46,41
22092	蝉	1	0	0	14	虫	8		ゼン	セン				せみ	4066	,32,70
22105	話	1	1	2	13	言	6	わ,わ	エ,ヱ	カ,クヮ,カイ,クヮイ	ワ			はな-す,はなし	4F43	1,47,35
22316	漢	1	1	3	13	水	10	,		カン			あや,から,おとこ		3441	,20,33
22424	会	1	1	2	6	人	4	かい,かい	エ,ケ	カイ				あ-う	3271	1,18,81
22438	雲	1	1	2	12	雨	4	うん,うん		ウン		くも,も,ゆく			3140	1,17,32
22474	甥	1	0	0	12	生	7		ショウ	セイ				おい	????	,17,89
22725	書	1	1	2	10	曰	6	,		ショ				か-く	3D71	1,29,81
22734	崎	1	1	7	11	山	8	き		キ				さき	3A6A	1,26,74
22767	知	1	1	2	8	矢	3	ち,ち		チ				し-る,し-らせる	434E	1,35,46
22772	公	1	1	2	4	八	2	こう,,こう	ク	コウ				おおやけ,きみ	3878	1,24,88
22775	桃	1	1	7	10	木	6	とう	ドウ	トウ				もも	456D	,37,77
22776	稼	1	1	7	15	禾	10	か	ケ	カ				う-える,かせ-ぐ	3254	,18,52
22785	速	1	1	3	10	辵	7	,	ソク			はや-い,はや-める,はや-まる,すみ-やか	わ		422E	1,34,14
22869	理	1	1	2	11	玉	7	り,り		リ			みち,まろ,まさし,まこと,ひ,のり,に,とおる,ただし,さとる,おさむ,ことわり,よし,あや		4D7D	1,45,93
22928	果	1	1	4	8	木	4	,		カ,クヮ		は-たす,は-てる,は-て	は-たして,おお-せる		324C	1,18,44
23016	銅	1	1	5	14	金	6	とう,どう,とう,どう	ズウ	トウ	ドウ			あかがね	463C	1,38,28
23044	錫	1	0	0	16	金	8		シャク	セキ				すず	????	,,
23081	鉛	1	1	7	13	金	5	えん		エン				なまり	3174	1,17,84
23117	紙	1	1	2	10	糸	4	し,し	シ			かみ			3B66	1,27,70
23147	球	1	1	3	11	玉	7	きゆう,きゅう,きゆう,きゅう	グ	キュウ				たま	3565	1,21,69
23188	﨑	0	0	0	12	山	9			キ				さき	4F72	1,47,82
23191	嵜	1	0	0	12	山	9			キ				さき	563F	1,54,31
23207	霊	1	1	7	15	雨	7	れい	リョウ	レイ				たま	4E6E	1,46,78
23236	我	1	1	6	7	戈	3	か,が,か,が		ガ				われ,わ	3266	1,18,70
23301	主	1	1	3	5	丶	4	しゆ,しゅ,しゆ,しゅ	ス	シュ				あるじ,ぬし,おも	3C67	1,28,71
23401	首	1	1	2	9	首	0	しゆ,しゅ,しゆ,しゅ	シュ	シュウ				くび,おびと	3C73	1,28,83
23402	前	1	1	2	9	刀	7	せん,せん	ゼン	セン		まえ	さき		4130	1,33,16
23409	相	1	1	3	9	目	4	そう,そう	ソウ	ショウ				あい	416A	1,33,74
23424	茶	1	1	2	9	艸	6	ちや,ちゃ,ちや,ちゃ	ジャ	タ	サ,チャ				4363	1,35,67
23428	他	1	1	3	5	人	3	,	タ			ほか			423E	1,34,30
23715	来	1	1	2	7	木	3	らい,らい	ライ		ライ,ライ			く-る	4D68	1,45,72
23762	舌	1	1	5	6	舌	0	,	ゼチ,ゼツ					した	4065	1,32,69
23764	広	1	1	2	5	广	2	こう,こう		コウ				ひろ-い,ひろ-さ,ひろ-める,ひろ-まる,ひろ-がる,ひろ-げる	392D	1,25,13
23767	面	1	1	3	9	面	0	めん,めん	メン	ベン				おもて,おも,つら	4C4C	1,44,44
23798	方	1	1	2	4	方	0	ほう,ほう		ホウ				かた,まさ	4A7D	1,42,93
23880	磨	1	1	7	16	石	11	ま	マ	バ				みが-く	4B61	1,43,65
23911	自	1	1	2	6	自	0	し,じ,し,じ	ジ	シ				みずか-ら,おの-ずから,より	3C2B	1,28,11
23962	鬼	1	1	7	10	鬼	0	き		キ				おに	3534	1,21,20
24014	顔	1	1	2	18	頁	9	かん,がん,かん,がん	ゲン	ガン		かお			3469	1,20,73
24111	同	1	1	2	6	口	3	とう,どう,とう,どう	ヅウ	トウ	ドウ			おな-じ	4631	1,38,17
24112	今	1	1	2	4	人	2	こん,こん	コン	キン				いま	3A23	1,26,3
24114	種	1	1	4	14	禾	9	しゆ,しゅ,しゆ,しゅ	シュ	ショウ				たね,ぐさ	3C6F	1,28,79
24115	美	1	1	3	9	羊	3	,	ミ	ビ		うつく-しい	よ-い,うま-い,い-し		487E	1,40,94
24117	合	1	1	2	6	口	3	こう,ごう,こう,ごう	ゴウ	コウ				あ-う,あ-わせる	3967	1,25,71
24160	思	1	1	2	9	心	5	し,し		シ				おも-う	3B57	1,27,55
24170	麤	1	0	0	33	鹿	22		ス	ソ,ゾ				あら-い,はな-れる	7E6C	1,94,76
24211	志	1	1	5	7	心	3	し,し		シ				こころざし,こころざ-す	3B56	1,27,54
24317	事	1	1	3	8	亅	7	し,じ,し,じ	ジ	シ	ズ			こと	3B76	1,27,86
24377	楽	1	1	2	13	木	9	,	ガク,ラク			たの-しい,たの-しむ	かな-でる		335A	1,19,58
24453	利	1	1	4	7	刀	5	り,り	リ			き-く	うるおい,するど-い,と-し,よ-い		4D78	1,45,88
24472	椦	1	0	0	12	木	8			ショウ,ケン,クヱン				ちきり,まげもの	5B7B	1,59,91
24477	橳	1	0	0	16	木	12							ぬで	7631	1,86,17
24502	場	1	1	2	12	土	9	しよう,じょう,しよう,じょう	ジョウ	チョウ				ば	3E6C	1,30,76
24507	腸	1	1	4	13	肉	9	ちよう,ちょう,ちよう,ちょう	ジョウ	チョウ				はらわた	4432	1,36,18
24522	有	1	1	3	6	月	2	,	ウ	ユウ,イウ				あ-る	4D2D	1,45,13
24544	害	1	1	4	10	宀	7	かい,がい,かい,がい	ガイ	カイ				そこ-なう,わざわい	3332	1,19,18
24899	胸	1	1	6	10	肉	6	きよう,きょう,きよう,きょう	ク	キョウ				むね,むな	363B	1,22,27
24914	真	1	1	3	10	目	5	しん,しん		シン				ま,まこと	3F3F	1,31,31
25070	味	1	1	3	8	口	5	,	ミ	ビ				あじ,あじ-わう	4C23	1,44,3
25218	戦	1	1	4	13	戈	9	せん,せん		セン				いくさ,たたか-う,おのの-く	406F	1,32,79
25219	夫	1	1	4	4	大	1	ふ,ふ		フ	フウ			おっと	4957	1,41,55
25254	椅	1	1	7	12	木	8		イ						3058	1,16,56
25261	僕	1	1	7	14	人	12		ボク	ホク				しもべ,やつがれ	4B4D	1,43,45
25262	葵	1	0	0	12	艸	9		ギ	キ				あおい	302A	1,16,10
25263	鏡	1	1	4	19	金	11	きよう,きょう,きよう,きょう	キョウ	ケイ				かがみ	3640	1,22,32
25266	回	1	1	2	6	囗	3	,	エ,ヱ	カイ,クヮイ	ウイ	まわ-る,まわ-す	めぐ-る,めぐ-らす		3273	1,18,83
25296	加	1	1	4	5	力	3	,	ケ	カ				くわ-える,くわ-わる	3243	,18,35
25297	失	1	1	4	5	大	2	しつ,しつ	シチ	シツ				うしな-う,な-くす	3C3A	1,28,26
25300	雛	1	0	0	18	隹	10		ジュ	ス	スウ			ひな,ひいな,ひひな,ひよこ	3F77	1,31,87
25301	求	1	1	4	7	水	2	,	グ	キュウ				もと-める,もと-む	3561	1,21,65
25302	兵	1	1	4	7	八	5	へい,へい	ヒョウ(ヒャゥ)	ヘイ				つわもの	????	,,
25304	奇	1	1	7	8	大	5	き	キ,ギ				く-し,く-しき,おか-しい,めずら-しい,あや-しい		3471	1,20,81
25305	汽	1	1	2	7	水	4	き,き	ケ	キ					3525	1,21,5
25306	園	1	1	2	13	囗	10	えん,えん	オン,ヲン	エン,ヱン		その	おん		3160	1,17,64
25307	何	1	1	2	7	人	5	か,か	ガ	カ		なに,なん	あが,なに-の,なん-の,なん-ぞ,いず-れ		323F	1,18,31
25311	絵	1	1	2	12	糸	6	,	エ,ヱ	カイ,クヮイ					3328	1,19,8
25312	読	1	1	2	14	言	7	とく,どく,とく,どく	ズ,ヅ,ドク	トウ,トク		よ-む			4649	1,38,41
25313	記	1	1	2	10	言	3	き,き	コ	キ		しる-す	のり		352D	1,21,13
25318	好	1	1	4	6	女	3	こう,こう		コウ,カウ				この-む,す-き,す-く,よ-い,この-ましい	3925	1,25,05
25337	組	1	1	2	11	糸	5	そ,そ	ス	ソ		くみ,く-む			4148	1,33,40
25339	続	1	1	4	13	糸	7	,	ゾク	ショク				つづ-く,つづ-ける	????	,,
25340	細	1	1	2	11	糸	5	さい,さい	サイ	セイ		ほそ-い,ほそ-る,こま-か,こま-かい			3A59	1,26,57
25376	指	1	1	3	9	手	6	し,し		シ				ゆび,さ-す	3B58	1,27,56
25406	古	1	1	2	5	口	2	こ,こ	ク	コ				ふる-い,いにしえ	3845	1,24,37
25410	取	1	1	3	8	又	6	しゆ,しゅ,しゆ,しゅ	ス	シュ				と-る	3C68	1,28,72
25421	眉	1	1	7	9	目	4		ミ	ビ		まゆ			487D	1,40,93
25507	聞	1	1	2	14	耳	8	ふん,ぶん,ふん,ぶん	モン	ブン				き-く,き-(こ)える	4A39	1,42,25
25519	品	1	1	3	9	口	6	ひん,ひん	ホン	ヒン				しな	494A	1,41,42
25565	講	1	1	5	17	言	10	こう,こう		コウ,カウ					3956	1,25,54
25566	類	1	1	4	18	頁	9	,	ルイ			たぐ-い	たぐ-う,たぐ-える		4E60	1,46,64
25567	暑	1	1	3	12	日	8	しよ,しよ		ショ				あつ-い	3D6B	1,29,75
25568	瓏	1	0	0	20	玉	16		ル	ロウ					607C	1,64,92
25571	遠	1	1	2	13	辵	10	えん,えん	オン,ヲン	エン,ヱン		とお-い	おに,ど,どお		3173	1,17,83
25596	黌	1	0	0	25	黄	13				オウ,コウ				7354	1,83,52
25597	爨	1	0	0	29	火	25		サン					かまど,かし-ぐ	6026	1,64,06
25598	慝	1	0	0	15	心	11		トク					よこしま,わる-い	5857	1,56,55
25599	覓	1	0	0	11	見	4		ミャク	ベキ				もと-める	6B2C	1,75,12
25600	遑	1	0	0	13	辵	9		オウ	コウ				いとま,ひま	6E23	1,78,03
25606	毛	1	1	2	4	毛	0	もう,もう	モウ	ボウ	モ			け	4C53	1,44,51
25611	期	1	1	3	12	月	8	き,き	コ,ゴ	キ					347C	1,20,92
25613	福	1	1	3	13	示	9	ふく,ふく		フク			さいわい		4A21	1,42,01
25627	惡	1	0	0	12	心	8		アク,ウ	オ				わる-い,にく-む,いずく-にか,いずく-んぞ	5828	1,56,08
25725	朧	1	0	0	20	月	16		ル	ロウ				おぼろ	5B30	1,59,16
25756	崟	1	0	0	11	山	8		ゴン	ギン				みね	5640	1,54,32
25757	釁	1	0	0	25	酉	18				キン,コン			ちぬ-る,ひま,すき	6E57	1,78,55
25764	儼	1	0	0	22	人	20		ゴン,ゴム	ゲン,ゲム				おごそ-か,いかめ-しい	5137	1,49,23
25789	性	1	1	5	8	心	5	せい,せい	ショウ	セイ			さが		402D	1,32,13
25799	多	1	1	2	6	夕	3	た,た		タ				おお-い	423F	1,34,31
25801	量	1	1	4	12	里	5	,	ロウ	リョウ				はか-る	4E4C	1,46,44
25891	向	1	1	3	6	口	3	こう,こう	コウ	キョウ				む（か）-う	387E	1,24,94
25901	可	1	1	5	5	口	2	か,か		カ				ききい-れる,き-く,べ-き,よ-い,A	3244	1,18,36
25930	然	1	1	4	12	火	8	せん,ぜん,せん,ぜん	ネン	ゼン				しか-り,さ-る,しこう-して	4133	1,33,19
25931	身	1	1	3	7	身	0	,		シン				み	3F48	1,31,40
25932	低	1	1	4	7	人	5	てい,てい	タイ	テイ				ひく-い	4463	1,36,67
25933	涙	1	1	7	10	水	8	るい		ルイ				なみだ	4E5E	1,46,62
26006	強	1	1	2	11	弓	8	きよう,きょう,きよう,きょう	ゴウ	キョウ	ガン	つよ-い,つよ-まる,つよ-める,し-いる	こわ-い,すね,したた-か,あなが-ち,しい-て		362F	1,22,15
26007	稲	1	1	7	14	禾	9	とう	ドウ	トウ				いね,いな	3070	1,16,80
26012	米	1	1	2	6	米	0	へい,べい,へい,べい			マイ,ベイ			こめ,よね,めーとる	4A46	1,42,38
26017	們	1	0	0	10	人	8				モン			ともがら	506E	1,48,78
26037	縻	1	0	0	17	糸	11		ミ	ビ				きずな	655B	1,69,59
26039	踑	1	0	0	15	足	8		ギ	キ				あしあと	5F79	1,63,89
26041	攤	1	0	0	22	手	19		タン					ひら-く	5A3A	1,58,26
26062	呻	1	0	0	8	口	5			シン				うめ-く,うな-る	5271	1,50,81
26063	抻	1	0	0	8	手	5				シン,チン			のべ-る,のば-す	593B	1,57,27
26147	温	1	1	3	12	水	9	,		オン,ヲン	ウン	あたた-か,あたた-かい,あたた-まる,あたた-める	たず-ねる,ぬく-もる,ぬる-い		3239	1,18,25
26154	始	1	1	3	8	女	5	し,し		シ				はじ-める,はじ-まる	3B4F	1,27,47
26164	児	1	1	4	7	儿	5	,	ニ,ゲ	ジ,ゲイ			こ		3B79	1,27,89
26166	外	1	1	2	5	夕	2	かい,がい,かい,がい	ゲ	ガイ	ウイ			そと,ほか,はず-す,はず-れる	3330	1,19,16
26169	守	1	1	3	6	宀	3	しゆ,しゅ,しゆ,しゅ	シュ,ス	シュウ				まも-る,もり,かみ	3C69	1,28,73
26333	摇	1	0	0	13	手	10									
