pageid	title	busyu	sokaku	edu_kanji	joyo_kanji	onyomi	kunyomi	jiscode	kuten
30263	台	*{{部首|口|2}}	*{{総画|5}}	[[Category:教育漢字 第2学年|たい だい]]	[[Category:常用漢字|たい だい]]	* 音読み,** [[呉音]] : [[ダイ]]、[[タイ]],** [[漢音]] : [[タイ]]	* 訓読み :,** 常用漢字表内,**: 常用漢字表内に訓読みはありません,** 常用漢字表外,**: [[うてな]]、[[しもべ]]、[[つかさ]]、[[ゆろこぶ]]、[[われ]],** 人名読み,**: [[だい]]、[[もと]]	** [[JIS]]*** 16進：4266	** [[区点]]：1面34区70点
30330	船	*{{部首|舟|5}}	*{{総画|11}}	[[Category:教育漢字 第2学年|せん]]	[[Category:常用漢字|せん]]	* [[音読み]],** [[呉音]] : [[ゼン]] ([[表]][[外]]),** [[漢音]] : [[セン]]	* [[訓読み]] :,** 常用漢字表内,**: [[ふな]]、[[ふね]],** [[常用]][[漢字]]表外,**: [[ふ]]	**[[JIS]]***16進：3305	**[[区点]]：1面33区05点
30411	敬	* {{部首|攴|8}}	* {{総画|12}} <!-- en版での総画数=13 -->	[[Category:教育漢字 第6学年|けい]]	[[Category:常用漢字|けい]]	* 音読み,** [[呉音]] : [[キョウ]],** [[漢音]] : [[ケイ]]	* 訓読み : [[うやまう|うやま-う]]	** [[JIS]]*** 16進：3749	** [[区点]]：1面23区41点
30412	勝	*{{部首|力|10}}	*{{総画|12}}	[[Category:教育漢字 第3学年|しよう しょう]]	[[Category:常用漢字|しよう しょう]]	* 音読み,** [[呉音]] [[漢音]] : [[ショウ]] （ショゥ）	* 訓読み : [[かつ|か-つ]]、[[まさる|まさ-る]]	** [[JIS]]*** 16進：3E21	** [[区点]]：1面30区1点
30414	宀	*{{部首|宀|0}}	*{{総画|3}}					** [[JIS]]*** 16進：555F	** [[区点]]：1面53区63点
30416	望	*{{部首|月|7}}	*{{総画|11}}	[[Category:教育漢字 第4学年|ほう ぼう]]	[[Category:常用漢字|ほう ぼう]]	* 音読み,** [[呉音]] : [[モウ]],** [[漢音]] : [[ボウ]]	* 訓読み : [[のぞむ|のぞ-む]]	** [[JIS]]*** 16進：4B3E	** [[区点]]：1面43区30点
30419	画	*{{部首|田|3}}	*{{総画|8}}	[[Category:教育漢字 第2学年|かく]]	[[Category:常用漢字|かく]]	*音読み（一・去聲／卦）,** [[呉音]] : [[エ]]([[ヱ]])、[[ガ]]([[グヮ]]),** [[漢音]] : [[カイ]]([[クヮイ]])	* 訓読み : [[えがく|えが-く]]、[[かく|か-く]]	** [[JIS]]*** 16進：3268	** [[区点]]：1面18区72点
30421	室	*{{部首|宀|6}}	*{{総画|9}}	[[Category:教育漢字 第2学年|しつ]]	[[Category:常用漢字|しつ]]	* 音読み,** [[呉音]] : [[シチ]],** [[漢音]] : [[シツ]]	* 訓読み,** [[むろ]]、[[へや]]、[[いえ]]、[[さや]]	** [[JIS]]*** 16進：3C3C	** [[区点]]：1面28区28点
30422	察	*{{部首|宀|11}}	*{{総画|14}}	[[Category:教育漢字 第4学年|さつ]]	[[Category:常用漢字|さつ]]	* 音読み,** [[呉音]] : [[セチ]],** [[漢音]] : [[サツ]]	* 訓読み,** [[あきらか|あきら-か]]	** [[JIS]]*** 16進：3B21	** [[区点]]：1面27区01点
30424	洗	*{{部首|水|6}}	*{{総画|9}}	[[Category:教育漢字 第6学年|せん]]	[[Category:常用漢字|せん]]	* 音読み,** [[呉音]] : [[サイ]]、[[セン]],** [[漢音]] : [[セイ]]、[[セン]]	* 訓読み,** [[あらう|あら-う]]、[[すすぐ|すす-ぐ]]、[[あらい|あら-い]],** 人名読み,**: [[きよ]]、[[よし]]	** [[JIS]]*** 16進：4076	** [[区点]]：1面32区86点
30426	源	*{{部首|水|10}}	*{{総画|13}}	[[Category:教育漢字 第6学年|けん げん]]	[[Category:常用漢字|けん げん]]	* 音読み,** [[呉音]] : [[ゴン]],** [[漢音]] : [[ゲン]],**慣用音: ガン	* 訓読み,** [[みなもと]]	** [[JIS]]*** 16進：383B	** [[区点]]：1面24区27点
30428	済	*{{部首|水|8}}	*{{総画|11}}	[[Category:教育漢字 第6学年|さい]]	[[Category:常用漢字|さい]]	* 音読み,** [[呉音]] : [[サイ]],** [[漢音]] : [[セイ]](表外),** [[慣用音]] : [[ザイ]](表外)	* 訓読み,** 常用漢字表内,**: [[すむ|す-む]]、[[すます|す-ます]],** 常用漢字表外,**: [[なり]]、[[わたる|わた-る]]、[[わたし]]、[[なす|な-す]]、[[すくう|すく-う]]、[[ずみ]]、[[ずみ|ず-み]]、[[わたる]]、[[すむ]]	** [[JIS]]*** 16進：3A51	** [[区点]]：1面26区49点
30441	店	*{{部首|广|5}}	*{{総画|8}}	[[Category:教育漢字 第2学年|てん]]	[[Category:常用漢字|てん]]	* [[音読み]],** [[呉音]] [[漢音]] : [[テン]]([[テム]])	* [[訓読み]] :,** [[常用漢字]]表内,**: [[みせ]],** 常用漢字表外,**: [[たな]]	**[[JIS]]***16進：3725	**[[区点]]：1面37区25点
30480	丸	* {{部首|丶|2}}	* {{総画|3}}	[[Category:教育漢字 第2学年|かん がん]]	[[Category:常用漢字|かん がん]]	* 音読み,** [[呉音]] : [[ガン]]([[グヮン]]),** [[漢音]] : [[カン]]([[クヮン]])(表外)	* 訓読み,** 常用漢字表内,**: [[まる]]、[[まるい|まる-い]]、[[まるめる|まる-める]],** 常用漢字表外,**: [[わ]]、[[わに]]	** [[JIS]]*** 16進：345D	** [[区点]]：1面20区61点
30481	原	* {{部首|厂|8}}	* {{総画|10}}	[[Category:教育漢字 第2学年|けん げん]]	[[Category:常用漢字|けん げん]]	* 音読み,** [[呉音]] : [[ゴン]](表外),** [[漢音]] : [[ゲン]]([[グヱン]]),** [[慣用音]] : [[ガン]]([[グヮン]])(表外)	* 訓読み,** 常用漢字表内,**: [[はら]],** 常用漢字表外,**: [[ばる]]、[[わた]]、[[わら]]	** [[JIS]]*** 16進：3757	** [[区点]]：1面24区22点
30482	戸	* {{部首|戸|0}}	* {{総画|4}}	[[Category:教育漢字 第2学年|こ]]	[[Category:常用漢字|こ]]	* 音読み,** [[呉音]] : [[グ]](表外)、[[ゴ]](表外),** [[漢音]] : [[コ]]	* 訓読み,** 常用漢字表内,**: [[と]],** 常用漢字表外,**: [[へ]]、[[え]]	** [[JIS]]*** 16進：384D	** [[区点]]：1面24区45点
30483	計	* {{部首|言|2}}	* {{総画|9}}	[[Category:教育漢字 第2学年|けい]]	[[Category:常用漢字|けい]]	* 音読み,** [[呉音]] : [[ケ]],** [[漢音]] : [[ケイ]]	* 訓読み,** 常用漢字表内,**: [[はかる|はか-る]]、[[はからう|はか-らう]],** 常用漢字表外,**: [[かず]]、[[け]]、[[え]]	** [[JIS]]*** 16進：3757	** [[区点]]：1面23区55点
30484	寺	* {{部首|寸|3}}	* {{総画|6}}	[[Category:教育漢字 第2学年|し じ]]	[[Category:常用漢字|し じ]]	* 音読み,** [[呉音]] : [[ジ]],** [[漢音]] : [[シ]](表外)	* 訓読み,** 常用漢字表内,**: [[てら]]	** [[JIS]]*** 16進：3B7B	** [[区点]]：1面27区91点
30485	帰	* {{部首|巾|7}}	* {{総画|10}}	[[Category:教育漢字 第2学年|き]]	[[Category:常用漢字|き]]	* 音読み,** [[呉音]] : [[キ]],** [[漢音]] : [[キ]]	* 訓読み,** 常用漢字表内,**: [[かえる|かえ-る]]、[[かえす|かえ-す]],** 常用漢字表外,**: [[おくる|おく-る]]、[[とつぐ|とつ-ぐ]]	** [[JIS]]*** 16進：3522	** [[区点]]：1面21区02点
30486	算	* {{部首|竹|8}}	* {{総画|14}}	[[Category:教育漢字 第2学年|さん]]	[[Category:常用漢字|さん]]	* 音読み,** [[呉音]] : [[サン]]、[[セン]] (表外),** [[漢音]] : [[サン]]、[[セン]] (表外),** [[慣用音]] : [[ソン]] (表外),**:「[[算盤]]」の「ソロ」は唐宋音の「ソワン（現代音:su&agrave;n）」の変化と推定されている。	* 訓読み,** 常用漢字表内 : 常用漢字表内の訓読みはありません。,** 常用漢字表外 : [[かず]]、[[かぞえる|かぞ-える]]	** [[JIS]]*** 16進：3B3B	** [[区点]]：1面27区27点
30487	近	* {{部首|辵|4}}	* {{総画|7}} <!-- en版での総画数=8 -->	[[Category:教育漢字 第2学年|きん]]	[[Category:常用漢字|きん]]	* 音読み,** [[呉音]] : [[ゴン]](表外),** [[漢音]] : [[キン]],** [[慣用音]] : [[コン]](表外)	* 訓読み,** 常用漢字表内,**: [[ちかい|ちか-い]],** 常用漢字表外,**:	** [[JIS]]*** 16進：3661	** [[区点]]：1面22区65点
30488	谷	* {{部首|谷|0}}	* {{総画|7}}	[[Category:教育漢字 第2学年|こく]]	[[Category:常用漢字|こく]]	* 音読み,** [[呉音]] : [[コク]],** [[漢音]] : [[コク]],**特殊な慣用音 : ヨク（[[吐谷渾]]）	* 訓読み,** 常用漢字表内,**: [[たに]],** 常用漢字表外,**: [[きわまる|きわ-まる]]、[[せ]]、[[たり]]、[[たん]]、[[や]]、[[やち]],**名乗り: [[い]]、[[え]]、[[や]]（主に東日本の地名の用字）	** [[JIS]]*** 16進：432B	** [[区点]]：1面35区11点
30489	当	* {{部首|彑|3}}、{{部首|小|3}}	* {{総画|6}}	[[Category:教育漢字 第2学年|とう]]	[[Category:常用漢字|とう]]	* 音読み,** [[呉音]] : [[トウ]]（[[タゥ]]）,** [[漢音]] : [[トウ]]（タゥ）	* 訓読み,** 常用漢字表内,**: [[あたる|あ-たる]]、[[あてる|あ-てる]],** 常用漢字表外,**: [[あたり|あ-たり]]、[[まさに|まさ-に]]、[[まさにすべし|まさ-に・・・すべし]]（[[再読文字]]）	** [[JIS]]*** 16進：4576	** [[区点]]：1面37区86点
30490	半	* {{部首|十|3}}	* {{総画|5}}	[[Category:教育漢字 第2学年|はん]]	[[Category:常用漢字|はん]]	* 音読み,** [[呉音]] : [[ハン]],** [[漢音]] : [[ハン]]	* 訓読み,** 常用漢字表内,**: [[なかば|なか-ば]],** 常用漢字表外,**: [[は]]	** [[JIS]]*** 16進：483E	** [[区点]]：1面40区30点
30491	買	* {{部首|貝|5}}	* {{総画|12}}	[[Category:教育漢字 第2学年|はい ばい]]	[[Category:常用漢字|はい ばい]]	* 音読み,** [[呉音]] : [[メ]](表外),** [[漢音]] : [[バイ]]	* 訓読み,** 常用漢字表内,**: [[かう|か-う]]	** [[JIS]]*** 16進：4763	** [[区点]]：1面39区67点
30492	番	* {{部首|田|7}}	* {{総画|12}}	[[Category:教育漢字 第2学年|はん ばん]]	[[Category:常用漢字|はん ばん]]	* 音読み,** [[呉音]] : [[ハ]](表外)、[[バン]]、[[ホン]](表外)、[[ボン]](表外),** [[漢音]] : [[ハ]](表外)、[[ハン]](表外),** [[慣用音]] : [[バン]]	* 訓読み,** 常用漢字表内,**: 常用漢字表内の訓読みはありません。,** 常用漢字表外,**: [[つがう|つが-う]]、[[つがえる|つが-える]]、[[つがい|つがい]]、[[ま]]	** [[JIS]]*** 16進：4856	** [[区点]]：1面40区54点
30493	売	* {{部首|士|4}}	* {{総画|7}}	[[Category:教育漢字 第2学年|はい ばい]]	[[Category:常用漢字|はい ばい]]	* 音読み,** [[呉音]] : [[メ]](表外),** [[漢音]] : [[バイ]],** [[唐音]] : [[マイ]](表外)	* 訓読み,** 常用漢字表内,**: [[うる|う-る]]、[[うれる|う-れる]],** 常用漢字表外,**: [[うる]]、[[め]]、[[うり]]	** [[JIS]]*** 16進：4764	** [[区点]]：1面39区68点
30494	直	* {{部首|目|3}}	* {{総画|8}}	[[Category:教育漢字 第2学年]]	[[Category:常用漢字]]	* 音読み,** [[呉音]] : [[ジキ]]([[ヂキ]])、[[ジカ]],** [[漢音]] : [[チョク]]	* 訓読み,** 常用漢字表内,**: [[なおす|なお-す]]、[[なおる|なお-る]]、[[ただちに|ただ-ちに]],** 常用漢字表外,**: [[のう]]、[[すぐ|す-ぐ]]、[[なおき|なお-き]]、[[のお]]、[[すぐ]]、[[あたい]]／[[あたえ]]	** [[JIS]]*** 16進：443E	** [[区点]]：1面36区30点
30495	答	* {{部首|竹|6}}	* {{総画|12}}	[[Category:教育漢字 第2学年|とう]]	[[Category:常用漢字|とう]]	* 音読み,** [[呉音]] : [[トウ]]([[トフ]]),** [[漢音]] : [[トウ]]([[タフ]])	* 訓読み,** 常用漢字表内,**: [[こたえる|こた-える]]、[[こたえ|こた-え]],** 常用漢字表外,**: [[どう]]	** [[JIS]]*** 16進：457A	** [[区点]]：1面37区90点
30496	図	* {{部首|囗|4}}	* {{総画|7}}	[[Category:教育漢字 第2学年|す ず]]	[[Category:常用漢字|す ず]]	* 音読み,** [[呉音]] : [[ズ]]（[[ヅ]]）,** [[漢音]] : [[ト]]	* 訓読み,** 常用漢字表内,**: [[はかる|はか-る]],** 常用漢字表外,**: [[え]]	** [[JIS]]*** 16進：3F5E	** [[区点]]：1面31区62点
30497	昔	* {{部首|日|4}}	* {{総画|8}}	[[Category:教育漢字 第3学年|せき]]	[[Category:常用漢字|せき]]	* 音読み,** [[呉音]] : [[シャク]],** [[漢音]] : [[セキ]]	* 訓読み,** 常用漢字表内,**: [[むかし]]	** [[JIS]]*** 16進：404E	** [[区点]]：1面32区46点
30499	世	* {{部首|一|4}}	* {{総画|5}}	[[Category:教育漢字 第3学年|せ]]	[[Category:常用漢字|せ]]	* 音読み,** [[呉音]] : [[セ]],** [[漢音]] : [[セイ]]	* 訓読み,** 常用漢字表内,**: [[よ]],** 常用漢字表外,**: [[さんじゅう]]、[[ゆ]]、[[ゆき]]、[[とし]]	** [[JIS]]*** 16進：4024	** [[区点]]：1面32区04点
30500	進	* {{部首|辵|8}}	* {{総画|11}} <!-- en版での総画数=12 -->	[[Category:教育漢字 第3学年|しん]]	[[Category:常用漢字|しん]]	* 音読み,** [[呉音]] : [[シン]],** [[漢音]] : [[シン]]	* 訓読み,** 常用漢字表内,**: [[すすむ|すす-む]]、[[すすめる|すす-める]],** 常用漢字表外,**: [[のびる|の-びる]]	** [[JIS]]*** 16進：3F4A	** [[区点]]：1面31区42点
30501	乗	* {{部首|丿|8}}	* {{総画|9}}	[[Category:教育漢字 第3学年|しよう じょう]]	[[Category:常用漢字|しよう じょう]]	* 音読み,** [[呉音]] : [[ジョウ]],** [[漢音]] : [[ショウ]]（表外）	* 訓読み,** 常用漢字表内,**: [[のる|の-る]]、[[のせる|の-せる]],** 常用漢字表外,**: [[のり|の-り]]、[[のり]]	** [[JIS]]*** 16進：3E68	** [[区点]]：1面30区72点
30502	章	* {{部首|立|6}}	* {{総画|11}}	[[Category:教育漢字 第3学年|しよう しょう]]	[[Category:常用漢字|しよう しょう]]	* 音読み,** [[呉音]]: [[ショウ]]（[[シャウ]]）,** [[漢音]]: ショウ（シャウ）	* 訓読み（表外）: [[あきら]]、[[あや]]、[[ふみ]]	** [[JIS]]*** 16進：3E4F	** [[区点]]：1面30区47点
30503	消	* {{部首|水|7}}	* {{総画|10}}	[[Category:教育漢字 第3学年|しよう しょう]]	[[Category:常用漢字|しよう しょう]]	* 音読み,** [[呉音]] : [[ショウ]]([[セウ]]),** [[漢音]] : [[ショウ]]([[セウ]])	* 訓読み,** 常用漢字表内,**: [[けす|け-す]]、[[きえる|き-える]]	** [[JIS]]*** 16進：3E43	** [[区点]]：1面30区35点
30504	商	* {{部首|口|8}}	* {{総画|11}}	[[Category:教育漢字 第3学年|しよう しょう]]	[[Category:常用漢字|しよう しょう]]	* 音読み,** [[呉音]] [[漢音]] : [[ショウ]]（[[シャウ]]）	* 訓読み,** 常用漢字表内,**: [[あきなう|あきな-う]]	** [[JIS]]*** 16進：3E26	** [[区点]]：1面30区06点
30505	宿	* {{部首|宀|8}}	* {{総画|11}}	[[Category:教育漢字 第3学年|しゆく しゅく]]	[[Category:常用漢字|しゆく しゅく]]	* 音読み,** [[呉音]] : [[シュ]]、[[スク]](表外),** [[漢音]] : [[シュウ]]([[シウ]])(表外)、[[シュク]],** [[慣用音]] : [[シュク]]	* 訓読み,** 常用漢字表内,**: [[やど]]([[#yado|A]])、[[やどる|やど-る]]([[#yadoru|A]])、[[やどす|やど-す]],** 常用漢字表外,**: [[ぶすき]]、[[やけ]]、[[すく]]	** [[JIS]]*** 16進：3D49	** [[区点]]：1面29区41点
30506	昭	* {{部首|日|5}}	* {{総画|9}}	[[Category:教育漢字 第3学年|しよう しょう]]	[[Category:常用漢字|しよう しょう]]	* 音読み,** [[呉音]] [[漢音]] : [[ショウ]]([[セウ]])	* 訓読み,** 常用漢字表内,**: 常用漢字表内の訓読みはありません。,** 常用漢字表外,**: [[あきらか|あき-らか]]	** [[JIS]]*** 16進：3E3C	** [[区点]]：1面30区28点
30507	助	* {{部首|力|5}}	* {{総画|7}}	[[Category:教育漢字 第3学年|しよ じょ]]	[[Category:常用漢字|しよ じょ]]	* 音読み,** [[呉音]] : [[ジョ]],** [[漢音]] : [[ソ]](表外)	* 訓読み,** 常用漢字表内,**: [[すけ]]、[[たすける|たす-ける]]、[[たすかる|たす-かる]]	** [[JIS]]*** 16進：3D75	** [[区点]]：1面29区85点
30508	集	* {{部首|隹|4}}	* {{総画|12}}	[[Category:教育漢字 第3学年|しゆう しゅう]]	[[Category:常用漢字|しゆう しゅう]]	* 音読み,** [[呉音]] : [[ジュウ]]([[ジフ]])(表外),** [[漢音]] : [[シュウ]]([[シフ]])	* 訓読み,** 常用漢字表内,**: [[あつまる|あつ-まる]]、[[あつめる|あつ-める]]、[[つどう|つど-う]],** 常用漢字表外,**: [[ず]]、[[あつまり]]、[[たかる|たか-る]]	** [[JIS]]*** 16進：3D38	** [[区点]]：1面29区24点
30509	習	* {{部首|羽|5}}	* {{総画|11}}	[[Category:教育漢字 第3学年|しゆう しゅう]]	[[Category:常用漢字|しゆう しゅう]]	* 音読み,** [[呉音]] : [[ジュウ]]([[ジフ]])(表外),** [[漢音]] : [[シュウ]]([[シフ]])	* 訓読み,** 常用漢字表内,**: [[ならう|なら-う]],** 常用漢字表外,**: [[ならい|なら-い]]	** [[JIS]]*** 16進：3D2C	** [[区点]]：1面29区12点
30510	住	* {{部首|人|5}}	* {{総画|7}}	[[Category:教育漢字 第3学年|しゆう じゅう]]	[[Category:常用漢字|しゆう じゅう]]	* 音読み,** [[呉音]] : [[ジュウ]]([[ヂュウ]]),** [[漢音]] : [[チュウ]](表外)	* 訓読み,** 常用漢字表内,**: [[すむ|す-む]]、[[すまう|す-まう]],** 常用漢字表外,**: [[ずまい|ず-まい]]、[[すみ]]、[[し]]	** [[JIS]]*** 16進：3D3B	** [[区点]]：1面29区27点
30511	拾	* {{部首|手|6}}	* {{総画|9}}	[[Category:教育漢字 第3学年|しゆう しゅう]]	[[Category:常用漢字|しゆう しゅう]]	* 音読み,** [[呉音]] : [[ジュウ]]([[ジフ]]),** [[漢音]] : [[シュウ]]([[シフ]])	* 訓読み,** 常用漢字表内 : [[ひろう|ひろ-う]],** 常用漢字表外 : [[とお]]	** [[JIS]]*** 16進：3D26	** [[区点]]：1面29区06点
30512	受	* {{部首|又|6}}	* {{総画|8}}	[[Category:教育漢字 第3学年|しゆ じゅ]]	[[Category:常用漢字|しゆ じゅ]]	* 音読み,** [[呉音]] : [[ズ]](表外),** [[漢音]] : [[シュウ]]([[シウ]])(表外),** [[慣用音]] : [[ジュ]]	* 訓読み,** 常用漢字表内,**: [[うける|う-ける]]、[[うかる|う-かる]]	** [[JIS]]*** 16進：3C75	** [[区点]]：1面28区85点
30513	写	* {{部首|冖|3}}	* {{総画|5}}	[[Category:教育漢字 第3学年|しや しゃ]]	[[Category:常用漢字|しや しゃ]]	* 音読み,** [[呉音]] : [[シャ]],** [[漢音]] : [[シャ]]	* 訓読み,** 常用漢字表内,**: [[うつる|うつ-る]]、[[うつす|うつ-す]],** 常用漢字表外,**: [[うつし|うつ-し]]	** [[JIS]]*** 16進：3C4C	** [[区点]]：1面28区44点
30514	式	* {{部首|弋|3}}	* {{総画|6}}	[[Category:教育漢字 第3学年|しき]]	[[Category:常用漢字|しき]]	* 音読み,** [[呉音]] : [[シキ]],** [[漢音]] : [[ショク]](表外)	* 訓読み,** 常用漢字表内,**: 常用漢字表内の訓読みはありません。,** 常用漢字表外,**: [[のり]]	** [[JIS]]*** 16進：3C30	** [[区点]]：1面28区16点
30515	次	* {{部首|欠|2}}	* {{総画|6}}	[[Category:教育漢字 第3学年|し じ]]	[[Category:常用漢字|し じ]]	* 音読み,** [[呉音]] : [[シ]],** [[漢音]] : [[シ]],** [[慣用音]] : [[ジ]]	* 訓読み,** 常用漢字表内,**: [[つぎ]]、[[つぐ|つ-ぐ]],** 常用漢字表外,**: [[すき]]、[[つぐ]]、[[よし]]	** [[JIS]]*** 16進：3C21	** [[区点]]：1面28区01点
30516	詩	* {{部首|言|6}}	* {{総画|13}}	[[Category:教育漢字 第3学年|し]]	[[Category:常用漢字|し]]	* 音読み,** [[呉音]] : [[シ]],** [[漢音]] : [[シ]]	* 訓読み,** 常用漢字表内,**: 常用漢字表内の訓読みはありません。,** 常用漢字表外,**: [[うた]]	** [[JIS]]*** 16進：3B6D	** [[区点]]：1面27区77点
